TeamId,TeamName,SubmissionDate,Score
24783,ktdrv,"2012-10-03 05:48:15",0.72727
24785,ExMusicians,"2012-10-03 06:42:54",0.76555
24674,jriley,"2012-10-03 07:51:01",0.23445
24790,"Max Conway","2012-10-03 08:10:43",0.77512
24798,"Gnanasekar A S","2012-10-03 09:58:06",0.77990
24636,SC,"2012-10-03 11:40:03",0.77512
24597,"Monkey Wrench Gang","2012-10-03 12:57:17",0.75598
24820,Anonymous,"2012-10-03 15:26:10",0.77990
24829,"Damian Mingle","2012-10-03 16:28:15",0.77990
24757,Manish,"2012-10-03 18:39:37",0.74163
24757,Manish,"2012-10-03 18:51:49",0.77512
24850,"Sabina Stanescu","2012-10-03 19:15:43",0.77990
24604,DHelquist,"2012-10-03 19:45:04",0.78947
24875,Igor_Genrikhov,"2012-10-03 21:08:32",0.73206
24877,hernanb,"2012-10-03 21:49:12",0.76555
24886,Beamer,"2012-10-03 21:57:29",0.76555
24630,Dilex,"2012-10-03 22:08:53",0.76555
24893,vquoss,"2012-10-03 22:22:45",0.56938
24894,Barry,"2012-10-03 22:29:20",0.72249
24901,RicardoQ,"2012-10-03 23:44:00",0.77990
24749,"Siim K.","2012-10-04 00:02:18",0.79426
24756,Arjun,"2012-10-04 00:02:23",0.77990
24626,"Daniel Velkov","2012-10-04 00:04:28",0.78947
24567,LapinAgile,"2012-10-04 00:27:03",0.79426
24906,tincan,"2012-10-04 00:40:56",0.76555
24653,Damien,"2012-10-04 00:54:52",0.77512
24908,rundenrun,"2012-10-04 00:56:27",0.64115
24757,Manish,"2012-10-04 01:25:18",0.78469
24913,"Marius Kjeldahl","2012-10-04 01:42:38",0.77512
24722,DM1,"2012-10-04 03:18:11",0.76077
24918,jayjacobs,"2012-10-04 03:29:04",0.77033
24755,Utnapishtim,"2012-10-04 03:46:08",0.77512
24674,jriley,"2012-10-04 03:57:29",0.76077
24674,jriley,"2012-10-04 04:02:57",0.77033
24926,highroller,"2012-10-04 04:12:12",0.77990
24494,"Jason Karpeles","2012-10-04 04:32:59",0.78947
24929,CharlieL,"2012-10-04 04:35:50",0.76555
24593,"Rudi Kruger","2012-10-04 06:29:35",0.79426
24790,"Max Conway","2012-10-04 07:37:07",0.78469
24517,"Team Paheli","2012-10-04 08:03:09",0.78947
24944,"zhi xu","2012-10-04 08:19:51",0.76555
24875,Igor_Genrikhov,"2012-10-04 09:44:55",0.74163
24705,ihar,"2012-10-04 10:46:47",0.79426
24953,TrenfieldAndCo,"2012-10-04 11:41:48",0.77512
24959,affine_team2,"2012-10-04 12:25:52",0.00000
24969,jeebann,"2012-10-04 13:49:16",0.72249
24597,"Monkey Wrench Gang","2012-10-04 13:49:33",0.76555
24969,jeebann,"2012-10-04 13:56:03",0.74163
24587,Dudes,"2012-10-04 15:23:51",0.77033
24587,Dudes,"2012-10-04 15:56:02",0.78947
24798,"Gnanasekar A S","2012-10-04 17:31:17",0.78947
24672,pbnyc,"2012-10-04 17:37:17",0.76077
24993,"Uncle Meat","2012-10-04 17:56:53",0.75120
24672,pbnyc,"2012-10-04 18:10:30",0.79426
24992,chrisch,"2012-10-04 18:11:01",0.77033
24992,chrisch,"2012-10-04 19:36:21",0.78947
25001,PreludeAndFugue,"2012-10-04 19:39:42",0.76555
25005,"Howdy Stranger","2012-10-04 21:01:32",0.77990
24693,"Frédéric Paulin","2012-10-04 21:15:50",0.77990
25006,kundan,"2012-10-04 21:37:22",0.77512
25008,Vignesh,"2012-10-04 21:50:25",0.76555
25012,"funky monkey","2012-10-05 00:05:23",0.74641
24757,Manish,"2012-10-05 00:36:12",0.79426
24908,rundenrun,"2012-10-05 01:13:08",0.75120
24664,CMorton,"2012-10-05 01:50:04",0.80383
25021,mjollnir,"2012-10-05 01:50:47",0.74641
25021,mjollnir,"2012-10-05 02:14:51",0.78947
24959,affine_team2,"2012-10-05 03:18:11",0.56938
24918,jayjacobs,"2012-10-05 04:12:19",0.79426
25018,fmailhot,"2012-10-05 04:15:34",0.64115
24875,Igor_Genrikhov,"2012-10-05 07:51:35",0.74641
25033,BenjiT,"2012-10-05 08:43:13",0.76077
24798,"Gnanasekar A S","2012-10-05 11:25:27",0.80861
24798,"Gnanasekar A S","2012-10-05 11:30:13",0.81340
24977,KaosQuants,"2012-10-05 14:10:28",0.76555
25042,yp,"2012-10-05 14:36:18",0.77033
24494,"Jason Karpeles","2012-10-05 16:55:53",0.80383
24747,"Lucas Mokrzycki","2012-10-05 17:10:24",0.76555
24622,VG,"2012-10-05 18:02:16",0.76555
25060,TomHall,"2012-10-05 18:12:01",0.77512
24893,vquoss,"2012-10-05 18:36:47",0.75598
24893,vquoss,"2012-10-05 19:56:47",0.76077
25059,Jeremy,"2012-10-05 20:28:53",0.76555
25071,CadentOrange,"2012-10-05 21:00:13",0.77990
25070,AlteryxAd,"2012-10-05 23:37:24",0.76555
24517,"Team Paheli","2012-10-06 00:00:49",0.80861
25080,"Boris Hayete","2012-10-06 01:17:21",0.74641
25080,"Boris Hayete","2012-10-06 01:20:41",0.76077
24653,Damien,"2012-10-06 01:42:19",0.78469
24915,willf,"2012-10-06 02:09:44",0.77512
25088,"Jeff N.","2012-10-06 04:20:47",0.55024
25090,Westbaystars,"2012-10-06 04:20:53",0.53589
25088,"Jeff N.","2012-10-06 04:27:07",0.75598
24798,"Gnanasekar A S","2012-10-06 06:05:00",0.81818
24977,KaosQuants,"2012-10-06 07:14:32",0.78947
25060,TomHall,"2012-10-06 07:22:04",0.77990
24747,"Lucas Mokrzycki","2012-10-06 08:30:02",0.77512
24875,Igor_Genrikhov,"2012-10-06 08:41:38",0.77512
25098,vd,"2012-10-06 08:56:31",0.76555
25105,Edeas,"2012-10-06 14:06:31",0.75598
25107,atgeflu,"2012-10-06 14:23:18",0.74641
25116,ununoctium,"2012-10-06 17:22:23",0.75120
24653,Damien,"2012-10-06 17:33:07",0.78947
25119,jerome,"2012-10-06 18:06:59",0.73206
25119,jerome,"2012-10-06 18:38:38",0.74163
25128,ZMan,"2012-10-06 20:16:53",0.58373
25116,ununoctium,"2012-10-06 20:37:44",0.77990
25129,akathewb,"2012-10-06 20:54:39",0.76555
24829,"Damian Mingle","2012-10-07 02:41:34",0.78947
25139,artichaud,"2012-10-07 04:37:31",0.78469
25140,cmg1,"2012-10-07 05:30:26",0.78469
25142,ibtg,"2012-10-07 06:04:01",0.69856
25143,"Chris Ward","2012-10-07 06:11:19",0.74163
25146,"Raghuram S","2012-10-07 09:49:38",0.82297
25150,Vijay,"2012-10-07 11:38:03",0.82297
24615,minrenmtv,"2012-10-07 14:14:49",0.77512
25154,Gareth,"2012-10-07 14:33:54",0.76555
25145,Fandekasp,"2012-10-07 15:32:22",0.76555
25154,Gareth,"2012-10-07 16:48:48",0.77990
24755,Utnapishtim,"2012-10-07 19:04:27",0.77990
25173,"d.p. ","2012-10-07 20:02:10",0.76555
24493,Awesomo!,"2012-10-07 21:31:02",0.78947
25012,"funky monkey","2012-10-07 21:47:13",0.75598
25119,jerome,"2012-10-07 22:01:35",0.77033
24798,"Gnanasekar A S","2012-10-08 00:08:13",0.82297
24537,"Thomas Legrand","2012-10-08 00:26:41",0.78469
25185,"hari teja murakonda","2012-10-08 00:55:20",0.76555
24829,"Damian Mingle","2012-10-08 05:21:41",0.79426
25193,"Yoni Acriche","2012-10-08 05:29:04",0.64115
25154,Gareth,"2012-10-08 06:46:13",0.78469
25193,"Yoni Acriche","2012-10-08 07:47:22",0.74641
25200,Roshni,"2012-10-08 11:10:34",0.62679
25201,rippy,"2012-10-08 11:21:57",0.75120
25200,Roshni,"2012-10-08 11:23:55",0.64593
25070,AlteryxAd,"2012-10-08 14:53:36",0.77512
25099,"Krzysztof Ciesielski","2012-10-08 16:02:47",0.76555
25213,"smit hinsu","2012-10-08 16:47:52",0.48325
24622,VG,"2012-10-08 17:03:03",0.77033
25213,"smit hinsu","2012-10-08 18:15:50",0.78469
25222,DataArt,"2012-10-08 18:51:05",0.77033
25230,"John Dimm","2012-10-08 20:17:29",0.76555
25230,"John Dimm","2012-10-08 20:39:35",0.77033
25234,"Muthu Jothi","2012-10-08 21:20:50",0.76555
24636,SC,"2012-10-08 22:44:59",0.77990
25238,Vermouth,"2012-10-08 22:45:40",0.76555
24674,jriley,"2012-10-08 22:51:22",0.77990
25239,Ivan_Ferraz,"2012-10-08 23:17:07",0.73206
25243,LeartS,"2012-10-09 00:17:40",0.66986
25245,"Luminous Logic","2012-10-09 00:50:24",0.76555
25247,underdog,"2012-10-09 02:01:26",0.78469
25249,"Paolo del Mundo","2012-10-09 02:15:53",0.76555
25249,"Paolo del Mundo","2012-10-09 02:36:08",0.77033
25248,Zolmeister,"2012-10-09 02:56:30",0.75598
25129,akathewb,"2012-10-09 05:45:01",0.77990
24875,Igor_Genrikhov,"2012-10-09 11:05:29",0.77990
25276,"Jan Bogaerts","2012-10-09 14:04:04",0.76077
25285,mewertowska,"2012-10-09 18:06:36",0.59809
25290,murty,"2012-10-09 18:41:22",0.77990
24798,"Gnanasekar A S","2012-10-09 18:50:59",0.83254
24798,"Gnanasekar A S","2012-10-09 18:53:31",0.83732
25285,mewertowska,"2012-10-09 19:00:32",0.77512
25293,Rozario,"2012-10-09 19:18:47",0.77990
25295,atpaino,"2012-10-09 20:03:33",0.77512
25311,"Sir Webber","2012-10-09 23:12:51",0.76555
25311,"Sir Webber","2012-10-09 23:37:49",0.77033
25312,Tywepp,"2012-10-09 23:43:16",0.53110
24653,Damien,"2012-10-10 00:28:04",0.79426
25201,rippy,"2012-10-10 02:09:25",0.77033
25319,"Chris Hayes","2012-10-10 03:12:42",0.66507
24427,Sayani,"2012-10-10 03:51:13",0.79426
25322,"Fabián García","2012-10-10 04:49:15",0.73684
25290,murty,"2012-10-10 04:59:18",0.78469
25325,"Saneem MIT","2012-10-10 06:17:55",0.77512
25325,"Saneem MIT","2012-10-10 06:21:05",0.77990
25323,"Steve Tobin","2012-10-10 06:26:08",0.71292
25326,Shalk,"2012-10-10 06:28:46",0.60766
25328,Rajeshwari,"2012-10-10 06:44:34",0.77990
25327,"Peter Caven","2012-10-10 06:47:01",0.00000
25327,"Peter Caven","2012-10-10 06:54:48",0.58852
24980,Munmun,"2012-10-10 06:56:37",0.76555
25331,wn1873,"2012-10-10 08:29:59",0.76555
25060,TomHall,"2012-10-10 08:53:06",0.78947
25331,wn1873,"2012-10-10 08:54:54",0.77990
25060,TomHall,"2012-10-10 09:11:54",0.79904
25200,Roshni,"2012-10-10 10:19:02",0.76555
25245,"Luminous Logic","2012-10-10 10:35:46",0.77033
25338,RS,"2012-10-10 10:40:27",0.77990
25344,"k r c","2012-10-10 13:02:52",0.74641
25344,"k r c","2012-10-10 13:13:42",0.76077
25317,yolo,"2012-10-10 15:53:09",0.00000
25317,yolo,"2012-10-10 15:59:35",0.76555
25118,"Ted E. T.","2012-10-10 18:37:16",0.76077
25384,sam0309,"2012-10-10 20:11:17",0.76555
24620,"Peter Jensen","2012-10-10 21:01:39",0.78469
25388,sirtwang,"2012-10-10 21:09:22",0.76555
25285,mewertowska,"2012-10-11 00:09:02",0.77990
25400,daandra,"2012-10-11 01:35:06",0.77033
25406,fnd99,"2012-10-11 06:54:35",0.76555
25406,fnd99,"2012-10-11 07:56:17",0.77033
24517,"Team Paheli","2012-10-11 09:50:08",0.81818
25413,Joosep,"2012-10-11 10:44:38",0.67464
25234,"Muthu Jothi","2012-10-11 10:58:02",0.77990
25344,"k r c","2012-10-11 12:00:18",0.77033
25415,Mikolaj,"2012-10-11 12:11:34",0.68900
25201,rippy,"2012-10-11 12:19:48",0.77512
25425,me24,"2012-10-11 13:20:35",0.76555
25427,MinFeatBias,"2012-10-11 13:31:49",0.78947
24698,waronzevon,"2012-10-11 14:54:17",0.75120
25434,mkseo,"2012-10-11 15:05:09",0.00000
25440,xcom,"2012-10-11 15:44:32",0.76555
25327,"Peter Caven","2012-10-11 16:25:41",0.65550
24698,waronzevon,"2012-10-11 17:12:01",0.77990
25294,"Richard Morrisroe","2012-10-11 18:24:11",0.75120
25463,Maheshakya,"2012-10-11 19:12:47",0.76555
25317,yolo,"2012-10-11 20:40:18",0.77990
25473,peckled,"2012-10-11 22:36:30",0.00000
25473,peckled,"2012-10-11 22:38:06",0.76077
25477,pcp135,"2012-10-12 01:27:04",0.77512
25234,"Muthu Jothi","2012-10-12 02:28:32",0.79426
25477,pcp135,"2012-10-12 02:44:33",0.77990
25481,P1Regular,"2012-10-12 02:58:19",0.76555
24653,Damien,"2012-10-12 03:00:11",0.79904
25483,"AMULET Analytics","2012-10-12 03:08:40",0.77512
25475,BenHealey,"2012-10-12 03:13:38",0.76077
25481,P1Regular,"2012-10-12 03:17:27",0.77990
25327,"Peter Caven","2012-10-12 04:41:19",0.66986
25489,Moon,"2012-10-12 05:14:54",0.76555
25323,"Steve Tobin","2012-10-12 05:56:18",0.75598
25493,"Yonathan Randyanto","2012-10-12 06:37:14",0.77512
24694,Aoxi,"2012-10-12 08:38:22",0.77512
25496,UponCloud,"2012-10-12 09:19:21",0.76555
25496,UponCloud,"2012-10-12 10:28:59",0.77033
25482,"Matt Hagy","2012-10-12 11:08:59",0.76555
25501,Ace,"2012-10-12 12:46:13",0.76555
25498,sofkinspecial,"2012-10-12 13:28:27",0.75598
25434,mkseo,"2012-10-12 14:16:11",0.76555
25501,Ace,"2012-10-12 14:24:45",0.77512
25395,"Tiago Zortea","2012-10-12 15:03:13",0.00000
25499,Meng,"2012-10-12 15:59:53",0.77033
25512,"Ryan Montgomery","2012-10-12 16:27:25",0.77990
25514,viper,"2012-10-12 17:07:36",0.00000
25514,viper,"2012-10-12 17:13:21",0.66029
25395,"Tiago Zortea","2012-10-12 17:19:38",0.71292
25325,"Saneem MIT","2012-10-12 18:09:49",0.78469
24600,ike,"2012-10-12 18:48:22",0.77512
25517,Roses,"2012-10-12 19:18:32",0.71292
25524,InfinitelyStupid,"2012-10-12 20:24:57",0.76077
25344,"k r c","2012-10-12 21:04:15",0.77512
25059,Jeremy,"2012-10-12 21:44:43",0.77512
25059,Jeremy,"2012-10-12 21:53:16",0.78947
25529,"Timothy Sweetser","2012-10-12 22:55:51",0.00000
25531,"Jeffrey Starr","2012-10-12 23:57:24",0.67464
25529,"Timothy Sweetser","2012-10-13 00:00:27",0.77033
25317,yolo,"2012-10-13 00:04:04",0.78947
24698,waronzevon,"2012-10-13 00:24:25",0.79426
25395,"Tiago Zortea","2012-10-13 02:20:36",0.73206
24980,Munmun,"2012-10-13 05:28:08",0.77990
25543,IanMac,"2012-10-13 06:12:10",0.77990
25524,InfinitelyStupid,"2012-10-13 06:29:07",0.76555
25496,UponCloud,"2012-10-13 07:14:51",0.78947
25524,InfinitelyStupid,"2012-10-13 07:32:08",0.77512
25545,daniel98mex,"2012-10-13 07:36:30",0.77512
25517,Roses,"2012-10-13 10:14:47",0.77990
25549,"Renegade Angel","2012-10-13 10:26:02",0.77033
25545,daniel98mex,"2012-10-13 10:45:02",0.79904
25317,yolo,"2012-10-13 11:29:18",0.80861
25556,peter,"2012-10-13 11:48:56",0.68421
25559,MBcomp,"2012-10-13 12:12:27",0.76555
25498,sofkinspecial,"2012-10-13 16:09:56",0.76555
25566,lgnlgn,"2012-10-13 16:15:56",0.78469
24674,jriley,"2012-10-13 18:09:13",0.78469
24674,jriley,"2012-10-13 18:14:45",0.78947
25573,Gmwilliams98,"2012-10-13 19:28:00",0.76555
25285,mewertowska,"2012-10-13 21:26:51",0.78469
25209,mozgi,"2012-10-13 23:48:18",0.76555
25209,mozgi,"2012-10-13 23:59:29",0.77990
25395,"Tiago Zortea","2012-10-14 00:01:57",0.77512
25317,yolo,"2012-10-14 00:45:10",0.81340
25529,"Timothy Sweetser","2012-10-14 01:40:16",0.77990
25501,Ace,"2012-10-14 01:44:17",0.78469
25327,"Peter Caven","2012-10-14 03:08:50",0.76555
25589,notenough,"2012-10-14 07:09:58",0.60766
25589,notenough,"2012-10-14 07:13:22",0.62201
24755,Utnapishtim,"2012-10-14 08:32:09",0.78947
25595,"David B","2012-10-14 10:24:51",0.77033
25601,Tony_R,"2012-10-14 13:01:55",0.74641
25604,"Yoshinari  Fujinuma","2012-10-14 14:11:21",0.76555
24798,"Gnanasekar A S","2012-10-14 15:10:03",0.84689
25293,Rozario,"2012-10-14 16:12:36",0.78469
25328,Rajeshwari,"2012-10-14 16:32:27",0.78469
25601,Tony_R,"2012-10-14 16:52:08",0.77033
25559,MBcomp,"2012-10-14 18:02:09",0.78469
25482,"Matt Hagy","2012-10-14 18:24:12",0.77512
25622,"ao wang","2012-10-14 20:02:07",0.48325
25622,"ao wang","2012-10-14 20:30:28",0.51675
25627,kherrity,"2012-10-14 21:13:34",0.71292
25139,artichaud,"2012-10-15 02:45:26",0.79904
25642,DPL,"2012-10-15 03:15:52",0.76555
25639,seashaman,"2012-10-15 03:16:43",0.63636
25642,DPL,"2012-10-15 03:32:43",0.77990
25639,seashaman,"2012-10-15 03:42:54",0.75598
25566,lgnlgn,"2012-10-15 05:17:53",0.79426
25644,bharathseshadri,"2012-10-15 05:31:08",0.37321
25647,"Kamal Vaswani","2012-10-15 06:07:33",0.45933
24908,rundenrun,"2012-10-15 07:23:07",0.77990
25658,jhkang,"2012-10-15 08:42:36",0.77990
25667,rasmus1,"2012-10-15 11:30:17",0.74641
25434,mkseo,"2012-10-15 13:11:23",0.77512
25514,viper,"2012-10-15 15:36:15",0.66986
25713,CTGrant,"2012-10-15 18:05:49",0.78469
25722,yuzzi,"2012-10-15 19:58:07",0.73206
25723,Craig,"2012-10-15 20:02:05",0.76555
25739,calemagruder,"2012-10-16 00:35:56",0.57895
25434,mkseo,"2012-10-16 02:04:14",0.79426
25747,"John Lemmon","2012-10-16 03:05:02",0.76555
25758,dcartoon,"2012-10-16 07:08:37",0.76555
25556,peter,"2012-10-16 07:21:35",0.78469
25658,jhkang,"2012-10-16 07:32:47",0.78469
25766,baldmountain,"2012-10-16 10:35:09",0.76555
25742,"Viorel Costeanu","2012-10-16 10:58:07",0.76555
25341,John_merck,"2012-10-16 11:59:56",0.77512
25771,Andrew,"2012-10-16 12:17:30",0.76555
25667,rasmus1,"2012-10-16 12:47:21",0.77033
25595,"David B","2012-10-16 13:15:20",0.77512
25145,Fandekasp,"2012-10-16 13:48:06",0.77990
25780,"Kirk Ocke","2012-10-16 14:52:02",0.76555
25790,Mills,"2012-10-16 15:52:20",0.77512
25793,"Tegjyot Singh","2012-10-16 16:27:28",0.76555
25800,26638,"2012-10-16 18:18:27",0.76555
25806,T-Wayne,"2012-10-16 19:46:22",0.74163
25622,"ao wang","2012-10-16 20:04:27",0.57895
25809,Pierre,"2012-10-16 20:11:07",0.53110
25815,mrmldjr,"2012-10-16 20:42:46",0.77512
25815,mrmldjr,"2012-10-16 21:16:40",0.77990
25817,"Jie Deng","2012-10-16 21:41:50",0.76555
25820,동글동글,"2012-10-16 21:43:47",0.76555
25473,peckled,"2012-10-16 22:32:31",0.76555
25819,FindBoat,"2012-10-17 00:43:08",0.76555
25833,Josh,"2012-10-17 03:26:37",0.76555
25571,"Jacob Hobbs","2012-10-17 04:06:38",0.76555
25833,Josh,"2012-10-17 04:49:29",0.77990
25841,"Jatin Shah","2012-10-17 07:04:22",0.76555
25844,"Russell Frame","2012-10-17 07:29:01",0.77512
25841,"Jatin Shah","2012-10-17 07:39:08",0.77990
25806,T-Wayne,"2012-10-17 15:14:12",0.77033
25498,sofkinspecial,"2012-10-17 16:50:42",0.78469
25890,cclark,"2012-10-17 19:05:56",0.07656
25876,olestat1,"2012-10-17 19:21:26",0.77033
25622,"ao wang","2012-10-17 22:26:02",0.79426
25890,cclark,"2012-10-17 22:28:45",0.79426
25145,Fandekasp,"2012-10-18 01:17:24",0.78469
25766,baldmountain,"2012-10-18 01:18:53",0.77990
25819,FindBoat,"2012-10-18 02:50:18",0.77512
25920,"Samuel Oliveira","2012-10-18 02:53:40",0.75598
25923,"Jesung Park","2012-10-18 03:09:25",0.78469
25929,"Ricardo Stange","2012-10-18 04:28:05",0.57895
25929,"Ricardo Stange","2012-10-18 04:44:18",0.76555
25931,majia,"2012-10-18 05:39:12",0.74163
25934,"sowmya cr","2012-10-18 06:21:26",0.75120
25935,"Mohan rao","2012-10-18 06:22:02",0.75120
25937,"srikanth kesavarapu","2012-10-18 06:23:31",0.75120
25938,"nidhi sagar","2012-10-18 06:24:08",0.75120
25940,Feroz,"2012-10-18 06:26:41",0.62679
25941,"ajit yadav","2012-10-18 06:29:37",0.75598
25939,Myself,"2012-10-18 06:30:27",0.62679
25942,"Ramakrishna Murkuri","2012-10-18 06:35:04",0.76555
25943,mahi,"2012-10-18 06:56:50",0.76555
25945,"sumit mittal","2012-10-18 07:07:31",0.73206
25033,BenjiT,"2012-10-18 09:32:58",0.77033
25033,BenjiT,"2012-10-18 09:42:57",0.77990
25504,kkritikos,"2012-10-18 09:57:31",0.75598
25780,"Kirk Ocke","2012-10-18 11:41:24",0.77033
25974,sobbombo,"2012-10-18 12:05:25",0.76555
